I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
vrp-n5-c16-sI,5,16,4,3.80424,2,572.56427,542.28281,53664.07349,61530.13895
vrp-n23-c16-sI,23,16,11,4.29066,3,482.46394,578.77743,55346.56934,60241.66392
vrp-n17-c43-sI,17,43,8,11.26888,3,546.00151,432.47961,64312.59616,22713.78201
vrp-n10-c19-sI,10,19,7,5.47873,2,620.54493,515.25655,62003.00191,72054.48833
vrp-n15-c40-sI,15,40,10,10.2888,2,567.82964,415.00591,74686.30793,73691.54431
vrp-n21-c29-sI,21,29,13,8.54884,2,554.18906,403.08242,58065.10054,17803.78296
vrp-n25-c44-sI,25,44,15,12.39942,2,490.14755,481.77902,51658.79881,41179.34113
vrp-n2-c14-sI,2,14,1,0.8165,2,382.14748,448.69172,0.0,21931.11162
vrp-n5-c37-sI,5,37,4,12.02313,2,313.7607,632.17393,31468.68535,48284.90994
vrp-n5-c32-sI,5,32,3,10.57775,2,569.99466,918.41064,72851.13288,26851.23984
vrp-n8-c50-sI,8,50,5,14.29841,2,521.30648,593.02488,71941.77898,91746.71484
vrp-n25-c20-sI,25,20,13,5.92408,2,572.83449,589.96287,73601.05368,58240.24156
vrp-n4-c31-sI,4,31,2,11.21784,2,531.58462,440.0281,68260.01095,20250.14342
vrp-n19-c39-sI,19,39,12,10.92703,2,601.16668,534.09449,73835.90424,57601.78151
vrp-n11-c39-sI,11,39,7,10.43631,2,509.90072,377.56978,54414.2976,17599.74499
vrp-n23-c26-sI,23,26,13,6.59493,2,532.42702,783.68449,55605.57297,65660.28832
vrp-n10-c35-sI,10,35,6,9.10998,2,515.05112,381.28054,64884.52055,41907.36709
vrp-n19-c28-sI,19,28,9,8.30948,3,573.89891,528.66708,68977.07739,56533.80074
vrp-n19-c39-sI,19,39,7,9.07125,3,571.19084,598.95085,71373.84143,70247.2708
vrp-n12-c33-sI,12,33,5,8.35386,3,628.27374,528.19164,74877.20575,56380.53005
vrp-n11-c25-sI,11,25,6,7.64263,2,608.85963,501.62559,61556.24256,25499.66101
vrp-n24-c36-sI,24,36,11,10.53634,3,550.88754,536.45016,61141.40559,65104.1999
vrp-n18-c31-sI,18,31,10,6.67156,2,569.41864,501.10766,68905.28034,83723.3858
vrp-n13-c31-sI,13,31,7,9.16404,2,521.89023,446.33479,49692.08812,65594.62856
vrp-n22-c45-sI,22,45,11,12.36206,2,503.96647,529.96318,60557.0872,37810.11125
vrp-n14-c46-sI,14,46,7,11.36584,2,505.48025,440.73262,56676.02458,29327.54784
vrp-n14-c31-sI,14,31,7,8.52812,2,415.34213,689.94147,41513.62948,39090.92706
vrp-n23-c19-sI,23,19,11,4.70206,3,506.31595,464.49041,57593.60812,62236.56403
vrp-n25-c12-sI,25,12,13,2.91801,2,532.29296,463.94889,63742.47272,61176.02045
vrp-n14-c28-sI,14,28,7,7.7431,2,570.68004,700.0147,66720.78226,86677.89592
vrp-n3-c44-sI,3,44,3,14.09566,1,578.53065,845.79547,792.48414,37198.86011
vrp-n4-c16-sI,4,16,3,5.53534,2,453.39683,381.10567,63002.25295,75451.40558
vrp-n12-c16-sI,12,16,8,4.6841,2,416.25669,554.32579,60353.72849,83355.29491
vrp-n14-c14-sI,14,14,6,3.36254,3,435.81541,334.15901,46113.88593,15763.03137
vrp-n2-c51-sI,2,51,2,20.13841,1,684.08121,703.27071,0.0,17036.57529
vrp-n5-c23-sI,5,23,3,4.79583,2,553.08721,577.27779,44323.55682,101544.73816
vrp-n17-c26-sI,17,26,8,8.00096,3,505.55163,667.97342,56979.6037,52668.70094
vrp-n18-c21-sI,18,21,11,5.97363,2,491.11782,446.00834,48711.14631,48972.93083
vrp-n7-c28-sI,7,28,4,9.06142,2,496.22504,375.49322,43360.04137,27812.84055
vrp-n27-c32-sI,27,32,14,8.20737,2,483.30019,573.71108,49822.33312,67441.30212
vrp-n8-c47-sI,8,47,5,13.91863,2,564.80971,705.14373,62167.94825,75241.06591
vrp-n26-c29-sI,26,29,14,7.57912,2,490.4015,466.35921,56212.33576,43894.91369
vrp-n21-c32-sI,21,32,13,9.07999,2,514.0182,520.6669,54250.97919,42036.49566
vrp-n16-c18-sI,16,18,9,5.8505,2,539.861,470.69308,61702.86048,50126.10926
vrp-n26-c30-sI,26,30,13,7.33502,2,567.02628,481.53078,61566.26117,37507.35387
vrp-n18-c45-sI,18,45,9,13.09966,2,527.74709,611.99677,63388.54995,69430.96416
vrp-n13-c13-sI,13,13,7,3.8099,2,553.88572,408.33108,58489.51696,16217.21868
vrp-n3-c17-sI,3,17,2,5.02494,2,297.79061,609.9888,16414.78366,29703.04128
vrp-n4-c48-sI,4,48,3,15.57434,2,590.04345,383.09297,53155.28791,11837.44566
vrp-n9-c49-sI,9,49,5,12.65069,2,441.12869,561.46078,36418.67351,31205.1969
vrp-n11-c17-sI,11,17,5,3.86131,3,525.26045,438.72616,47835.85656,64710.55466
vrp-n12-c22-sI,12,22,7,6.52079,2,639.18364,622.2901,79952.7835,52918.15017
vrp-n29-c39-sI,29,39,18,11.0619,2,451.23054,428.09897,42808.94698,47080.09535
vrp-n23-c46-sI,23,46,11,12.96121,3,482.83323,408.05151,46698.39233,37695.21893
vrp-n21-c48-sI,21,48,11,13.04189,2,506.07365,629.77232,56769.99821,48793.74423
vrp-n28-c33-sI,28,33,16,9.45922,2,550.06174,503.81343,66335.97172,54213.51892
vrp-n17-c12-sI,17,12,7,2.80872,3,438.13715,499.43668,39956.21606,45880.63478
vrp-n12-c16-sI,12,16,7,4.25239,2,423.10794,438.97459,33909.29488,25469.20355
vrp-n28-c37-sI,28,37,16,11.12901,2,511.77173,542.97428,65781.52919,81302.82409
vrp-n6-c32-sI,6,32,4,9.96934,2,438.21544,345.66904,44426.75117,28401.63632
vrp-n12-c13-sI,12,13,6,3.60309,2,532.94062,425.53939,48976.12126,63848.09538
vrp-n7-c29-sI,7,29,4,7.53222,2,562.15202,473.81877,69149.12619,34937.9069
vrp-n15-c22-sI,15,22,8,5.92532,2,488.74976,589.83667,51013.38934,47351.37115
vrp-n15-c19-sI,15,19,8,5.3619,2,541.60616,475.67134,55970.58024,71580.20027
vrp-n23-c17-sI,23,17,10,4.22275,3,542.5212,429.33297,56939.44114,31891.44797
vrp-n6-c50-sI,6,50,5,15.6453,2,513.13016,689.6985,56442.75214,24845.69043
vrp-n29-c19-sI,29,19,13,5.36615,3,509.57898,624.81171,53800.63866,64607.91761
vrp-n12-c35-sI,12,35,5,8.31623,3,485.53019,636.36394,49954.3814,47013.15976
vrp-n21-c51-sI,21,51,12,14.82717,2,521.78044,431.62017,59678.94798,38315.54536
vrp-n11-c27-sI,11,27,6,6.76336,2,506.94419,528.92487,54656.61981,41761.39737
vrp-n13-c36-sI,13,36,8,9.65238,2,549.28101,704.31162,67872.2075,93998.87967
vrp-n18-c20-sI,18,20,8,5.05208,3,548.70152,453.93681,76958.59934,107018.16584
vrp-n27-c38-sI,27,38,13,12.88781,3,495.1919,616.2076,55526.90792,54235.87988
vrp-n27-c21-sI,27,21,13,5.91036,3,463.45926,512.36475,56671.5881,44185.91277
vrp-n17-c32-sI,17,32,9,8.78006,2,562.4448,486.34909,72457.98636,58016.42545
vrp-n28-c38-sI,28,38,12,11.12506,3,594.42506,518.53862,82479.54026,44930.66559
vrp-n29-c40-sI,29,40,17,10.7842,2,514.87962,415.31383,57459.1937,34147.36513
vrp-n26-c51-sI,26,51,10,11.98536,3,549.88606,591.44988,66723.08731,87420.53294
vrp-n9-c38-sI,9,38,5,9.83311,2,518.21309,711.18985,63019.78981,86333.24413
vrp-n26-c19-sI,26,19,12,5.25169,3,497.6722,510.54145,55217.17426,35954.95548
vrp-n5-c49-sI,5,49,3,12.72356,2,754.50539,527.89129,104989.50752,62046.64795
vrp-n25-c17-sI,25,17,16,5.19387,2,558.94991,728.85751,73355.06127,125603.27643
vrp-n29-c39-sI,29,39,14,9.06452,3,537.48613,540.91775,69398.54275,96342.16408
vrp-n15-c25-sI,15,25,8,6.39305,2,512.31188,624.85761,65887.07733,95381.76709
vrp-n25-c17-sI,25,17,15,4.85408,2,587.84773,444.36879,71404.17747,21960.79412
vrp-n19-c51-sI,19,51,10,14.48413,2,475.17748,346.90047,52804.36176,36310.48166
vrp-n10-c43-sI,10,43,8,12.86291,2,432.95053,430.44647,43446.46297,13276.2466
vrp-n22-c25-sI,22,25,13,7.02924,2,471.61712,464.05783,42924.32803,35698.09546
vrp-n13-c38-sI,13,38,7,10.70118,2,542.65827,486.29328,54820.80067,54742.71293
vrp-n27-c42-sI,27,42,12,11.79994,3,561.43479,458.18675,68598.69022,62628.25424
vrp-n25-c35-sI,25,35,13,9.88035,2,506.79593,570.14657,54060.52138,61372.14353
vrp-n7-c20-sI,7,20,3,5.65133,3,667.48416,642.9693,52751.69645,86069.90118
vrp-n11-c34-sI,11,34,6,11.40419,2,610.52478,599.96985,69053.52161,75632.73464
vrp-n11-c14-sI,11,14,6,3.49106,2,552.61315,655.34529,71712.31786,31369.83838
vrp-n9-c37-sI,9,37,5,10.71261,2,508.81549,344.02832,51072.11434,28315.16122
vrp-n22-c15-sI,22,15,11,4.31597,2,483.25488,590.17218,51987.45224,67650.77846
vrp-n27-c14-sI,27,14,15,4.10077,2,558.98328,581.67078,70333.51309,95896.02326
vrp-n24-c21-sI,24,21,10,5.32917,3,502.9941,413.83694,52039.45361,52036.04722
vrp-n23-c48-sI,23,48,12,14.01165,2,451.32309,593.66476,45719.64973,49873.99258
vrp-n24-c35-sI,24,35,13,10.24141,2,524.56947,433.02497,60563.94416,52835.00066
vrp-n23-c12-sI,23,12,12,2.99537,2,564.37498,492.62511,65313.7801,42777.44824
vrp-n4-c12-sI,4,12,3,3.54401,2,297.29964,652.70267,9461.76923,12508.17762
vrp-n6-c26-sI,6,26,3,7.92568,2,408.71755,961.27634,46204.02035,14555.26502
vrp-n28-c18-sI,28,18,15,5.1855,2,508.44753,525.92858,58012.62799,35344.88914
vrp-n12-c26-sI,12,26,6,8.82305,2,460.84881,411.9243,38983.55805,38960.45119
vrp-n25-c17-sI,25,17,14,4.77187,2,543.33185,436.05793,66612.42122,34869.8476
vrp-n15-c17-sI,15,17,8,5.00898,2,518.29261,539.61357,53941.19993,48914.42346
vrp-n10-c16-sI,10,16,5,4.3026,2,448.69626,458.88393,49835.53188,50614.39137
vrp-n3-c29-sI,3,29,1,5.93717,3,535.12198,437.06997,48654.86095,37995.88781
vrp-n16-c20-sI,16,20,9,6.03393,2,475.20853,649.57265,65508.03708,66404.90956
vrp-n28-c12-sI,28,12,15,3.47473,2,542.40362,604.3731,63684.17872,54780.08946
vrp-n16-c18-sI,16,18,7,3.92754,3,463.85488,339.34712,47410.43002,15992.25117
vrp-n23-c29-sI,23,29,13,8.95349,2,523.54561,453.3218,58847.13272,29350.10427
vrp-n16-c36-sI,16,36,10,9.49959,2,422.56972,405.94561,48390.67914,27770.52875
vrp-n29-c46-sI,29,46,14,12.49573,3,527.07336,435.39216,60259.22242,32418.48026
vrp-n15-c39-sI,15,39,9,13.264,2,517.33917,732.693,57105.99275,50411.4256
vrp-n21-c28-sI,21,28,10,7.9938,3,473.37645,604.93218,53950.94059,43305.04471
vrp-n4-c51-sI,4,51,3,12.4,2,491.99543,395.54518,61486.0993,8489.9042
vrp-n28-c43-sI,28,43,16,12.87099,2,562.148,557.99946,66405.24051,53176.04123
vrp-n29-c15-sI,29,15,16,3.99736,2,523.11809,627.41066,54871.87772,71045.8782
vrp-n25-c15-sI,25,15,15,4.54628,2,582.6845,766.0638,72672.58896,82522.53783
vrp-n5-c51-sI,5,51,4,18.25742,2,425.86288,344.44921,34936.43487,2350.32701
vrp-n24-c46-sI,24,46,12,14.16667,2,470.19626,698.44268,55450.74545,36548.78063
vrp-n4-c13-sI,4,13,2,3.54401,2,655.60778,471.59251,16272.70405,38770.73818
vrp-n2-c41-sI,2,41,2,15.89549,1,654.75198,464.92183,0.0,3720.66376
vrp-n5-c50-sI,5,50,3,17.55389,2,517.41243,339.75039,62574.13512,28663.93829
vrp-n5-c22-sI,5,22,2,6.96818,3,574.43088,470.39347,63535.86678,5704.64079
vrp-n14-c32-sI,14,32,8,8.26398,2,478.78615,540.46162,55857.47976,32238.55364
vrp-n15-c26-sI,15,26,9,7.97261,2,499.53504,426.95482,47867.83493,34139.03853
vrp-n19-c17-sI,19,17,10,4.35287,2,456.52063,566.48207,44944.37049,53436.00588
vrp-n27-c50-sI,27,50,15,14.47425,2,530.0974,456.91698,64132.05943,72566.41631
vrp-n9-c20-sI,9,20,4,5.15752,3,558.30606,575.81796,59939.9757,53373.16244
vrp-n10-c32-sI,10,32,6,7.52516,2,460.16601,398.20395,61039.08415,25182.37335
vrp-n25-c17-sI,25,17,13,4.54514,2,515.40873,560.33676,61689.63165,74028.81204
vrp-n14-c37-sI,14,37,5,9.42479,3,497.74521,366.43592,52045.42685,42811.76489
vrp-n26-c26-sI,26,26,15,6.77768,2,454.07104,684.11527,49833.52568,49067.73914
vrp-n21-c26-sI,21,26,12,8.70072,2,572.12978,512.51879,72353.58938,51624.4631
vrp-n21-c31-sI,21,31,10,8.10673,3,558.4814,460.59287,63165.94375,30622.72816
vrp-n12-c49-sI,12,49,7,15.59168,2,526.78617,471.94254,56941.70786,56675.78944
vrp-n2-c23-sI,2,23,2,5.71548,1,456.72753,851.25074,0.0,3625.28221
vrp-n21-c16-sI,21,16,9,4.44898,3,509.42474,528.78163,53946.18338,38771.96427
vrp-n18-c19-sI,18,19,10,5.20175,2,477.57502,404.3556,46449.95992,22111.86731
vrp-n28-c23-sI,28,23,14,5.52069,2,568.21868,705.31469,75094.14086,53453.13784
vrp-n15-c31-sI,15,31,9,10.06231,2,491.02057,401.67767,50943.06529,15882.66162
vrp-n24-c12-sI,24,12,13,3.82623,2,531.47031,714.92411,64862.25791,45549.91437
vrp-n26-c38-sI,26,38,15,10.27296,2,543.32877,583.12618,70407.40671,66626.89361
vrp-n20-c35-sI,20,35,10,10.13402,2,489.73536,525.73324,57454.19101,63615.64266
vrp-n28-c29-sI,28,29,13,7.98736,3,541.95044,624.50791,61304.25256,75563.11233
vrp-n16-c50-sI,16,50,8,14.29496,2,524.0924,384.95259,52023.37504,40244.95201
vrp-n26-c32-sI,26,32,14,10.30761,2,566.75266,464.38931,65236.19919,39694.90204
vrp-n5-c46-sI,5,46,3,12.95398,2,686.4199,547.87043,52021.75593,60201.62887
vrp-n18-c21-sI,18,21,9,5.76982,2,541.04297,591.4183,54367.18335,83230.59145
vrp-n16-c42-sI,16,42,9,11.7697,2,520.6447,602.59857,70777.69901,55072.02886
vrp-n10-c46-sI,10,46,6,13.59327,2,551.99383,537.09728,62300.72619,70087.44369
vrp-n28-c48-sI,28,48,14,12.71007,2,440.828,621.89648,55692.47982,46052.69893
vrp-n14-c34-sI,14,34,7,8.94328,2,522.24826,763.25236,46425.19681,71429.96701
vrp-n16-c23-sI,16,23,7,5.3565,3,503.3378,588.9472,51717.54731,75326.01691
vrp-n9-c23-sI,9,23,4,6.58863,3,516.82009,579.09065,66467.20992,46546.37781
vrp-n6-c16-sI,6,16,4,5.4623,2,473.93114,395.53466,37079.83531,48734.37752
vrp-n23-c16-sI,23,16,13,4.57328,2,450.55948,437.11016,49248.74446,28411.60749
vrp-n5-c29-sI,5,29,2,7.1278,3,467.7872,675.58187,42634.1331,13192.64067
vrp-n21-c46-sI,21,46,9,11.73256,3,515.05596,427.10177,57852.09927,20189.59621
vrp-n15-c31-sI,15,31,9,8.70322,2,460.16076,568.33687,56881.65823,19548.46811
vrp-n13-c45-sI,13,45,7,12.33565,2,549.3302,477.53131,59753.73173,91248.3347
vrp-n3-c25-sI,3,25,2,5.58458,2,304.90152,659.92884,6332.55679,2670.47942
vrp-n26-c15-sI,26,15,14,4.317,2,502.08421,506.38002,53448.69013,37472.0438
vrp-n27-c32-sI,27,32,16,8.9011,2,529.54846,556.6145,57390.22547,58784.38074
vrp-n11-c25-sI,11,25,6,7.51064,2,484.62169,448.74272,44970.86362,24340.42609
vrp-n24-c43-sI,24,43,13,11.26808,2,517.28344,636.85634,56164.62725,69876.70306
vrp-n24-c39-sI,24,39,11,9.86987,3,465.85757,569.45621,46521.68533,55378.0559
vrp-n8-c35-sI,8,35,4,9.42547,2,572.74966,564.93249,59861.17626,22860.17089
vrp-n13-c49-sI,13,49,8,15.36113,2,411.54264,669.43253,37034.06439,34615.28076
vrp-n17-c21-sI,17,21,9,6.65462,2,495.87608,347.3321,54244.52839,42316.84823
vrp-n12-c12-sI,12,12,7,3.34062,2,457.35634,431.47476,42190.49003,40001.54799
vrp-n7-c26-sI,7,26,5,8.57321,2,557.51316,545.39051,52164.37927,26627.4302
vrp-n13-c13-sI,13,13,6,3.44342,3,404.66026,282.81714,45975.83643,34729.48782
vrp-n5-c35-sI,5,35,2,10.12286,3,685.84143,454.49778,131166.58228,46879.50635
vrp-n2-c39-sI,2,39,2,16.51262,1,165.41682,497.73601,0.0,6670.99427
vrp-n29-c22-sI,29,22,13,6.04759,3,536.79644,429.0086,79632.29745,31902.00175
vrp-n4-c32-sI,4,32,2,11.35958,2,211.3342,687.39589,3622.76614,8217.38938
vrp-n11-c14-sI,11,14,5,3.35307,3,602.49044,647.23448,62011.52097,93090.31953
vrp-n5-c24-sI,5,24,3,6.69992,2,400.90515,426.81705,18341.90638,32942.61192
vrp-n13-c23-sI,13,23,7,7.47103,2,567.31626,637.63033,58292.23746,81160.06362
vrp-n26-c28-sI,26,28,13,7.57586,2,479.78264,457.50253,47872.71197,36720.23475
vrp-n27-c51-sI,27,51,13,14.05615,3,513.22433,482.3778,56311.84214,54182.52402
vrp-n20-c36-sI,20,36,11,9.99592,2,532.59654,477.81062,63608.99756,68004.27942
vrp-n22-c22-sI,22,22,11,6.40799,2,474.56548,449.89116,49812.56949,43261.01558
vrp-n15-c42-sI,15,42,7,10.4879,3,464.49896,440.16776,45377.60862,62124.66907
vrp-n23-c29-sI,23,29,11,8.26377,3,521.23017,463.5813,59674.91902,37038.13847
vrp-n28-c18-sI,28,18,14,5.15214,2,509.87011,424.9274,53205.33783,38568.29398
vrp-n15-c12-sI,15,12,9,3.11686,2,573.45656,664.54248,61933.5625,78033.685
vrp-n22-c39-sI,22,39,11,9.15772,2,590.87753,500.40367,79247.11105,87511.5822
vrp-n14-c16-sI,14,16,9,5.18288,2,530.92416,612.12693,77650.18869,25527.32285
vrp-n24-c33-sI,24,33,12,10.97269,2,494.82208,373.16588,54389.87367,11836.98746
vrp-n22-c20-sI,22,20,11,5.14074,2,540.50354,661.6998,60983.34296,93174.54877
vrp-n16-c12-sI,16,12,8,3.06673,2,549.89361,543.91544,69956.7546,35834.63441
vrp-n13-c32-sI,13,32,8,8.8436,2,487.55146,368.63016,51405.09674,17432.0315
vrp-n2-c27-sI,2,27,2,8.05536,1,273.11508,679.51261,0.0,91.41693
vrp-n2-c40-sI,2,40,1,6.94422,2,713.3528,361.29435,0.0,28695.7558
vrp-n21-c39-sI,21,39,13,12.05197,2,540.50431,554.08962,60803.52349,58060.58903
vrp-n7-c27-sI,7,27,4,8.47699,2,553.75584,693.57105,93447.57637,86411.18261
vrp-n20-c24-sI,20,24,8,5.88206,3,432.42775,510.65635,41240.5775,28835.0301
vrp-n5-c39-sI,5,39,4,12.83766,2,347.79623,353.99927,36459.45945,14841.78881
vrp-n3-c16-sI,3,16,3,5.62917,1,102.62869,792.72132,962.8226,2544.96637
vrp-n29-c34-sI,29,34,17,9.33071,2,590.07423,443.60922,75436.5628,24698.8617
vrp-n19-c44-sI,19,44,9,10.75128,3,580.88129,492.28168,67869.52219,52356.6919
vrp-n8-c50-sI,8,50,4,14.40679,2,552.55511,770.89126,60022.17159,35601.81598
vrp-n12-c24-sI,12,24,6,7.23813,2,582.18635,717.67477,62431.73792,111532.65032
vrp-n2-c43-sI,2,43,1,7.78888,2,526.10159,304.97056,0.0,68597.88308
vrp-n10-c19-sI,10,19,6,5.22866,2,502.94576,351.64865,70099.64224,25175.37647
vrp-n24-c32-sI,24,32,16,9.22726,2,549.21022,482.4626,62517.19804,63785.43716
vrp-n25-c23-sI,25,23,15,6.26451,2,487.7993,578.22057,47897.70271,50971.1306
vrp-n13-c13-sI,13,13,7,3.10447,2,569.51119,536.1758,56761.04568,64294.94329
vrp-n2-c47-sI,2,47,1,19.60159,2,171.30063,575.96625,0.0,3675.37948
vrp-n23-c35-sI,23,35,10,10.64549,3,490.40917,468.01491,52661.93443,80558.87236
vrp-n19-c41-sI,19,41,10,9.80612,2,516.93528,517.58415,50032.68842,52200.9889
vrp-n9-c42-sI,9,42,5,11.92686,2,569.91919,672.67389,68754.21649,74000.89993
vrp-n29-c38-sI,29,38,15,11.40278,2,543.73559,556.54383,68599.24766,49232.5945
vrp-n3-c31-sI,3,31,2,10.82532,2,434.58674,761.12924,2493.71059,36898.97496
vrp-n25-c39-sI,25,39,13,11.51003,2,487.15681,454.14011,51299.5402,30559.09587
vrp-n18-c17-sI,18,17,8,4.43044,3,530.74699,638.85589,58400.1448,77695.85153
vrp-n9-c46-sI,9,46,5,15.03629,2,462.48493,799.22631,44074.56442,51388.45221
vrp-n23-c15-sI,23,15,12,4.69042,2,481.66602,432.69104,59750.10092,20641.55896
vrp-n25-c20-sI,25,20,12,5.2719,3,471.4098,577.47962,55071.11576,66863.92108
vrp-n12-c44-sI,12,44,7,13.83119,2,600.33749,619.78159,73550.81183,97850.50319
vrp-n2-c36-sI,2,36,1,12.96148,2,487.33822,396.83903,0.0,40572.30727
vrp-n17-c17-sI,17,17,9,5.25169,2,514.42802,655.56125,53524.93746,73809.02461
vrp-n10-c41-sI,10,41,5,9.17597,2,652.4032,661.79937,81495.51201,151353.75688
vrp-n25-c18-sI,25,18,14,4.58838,2,541.76863,420.86395,57664.44212,22059.34817
vrp-n23-c23-sI,23,23,12,6.15413,2,455.89621,562.23135,50921.10548,40836.44784
vrp-n8-c18-sI,8,18,5,5.67864,2,527.46641,351.65326,54066.33273,28071.59496
vrp-n10-c15-sI,10,15,6,3.69498,2,557.88564,575.54369,69269.84584,75699.22144
vrp-n14-c14-sI,14,14,6,3.64905,3,481.65536,445.82714,52488.38067,72199.89668
vrp-n16-c48-sI,16,48,10,11.34517,2,682.141,609.086,93625.76086,136930.89588
vrp-n13-c22-sI,13,22,8,5.87497,2,527.79883,425.79084,55101.98587,28687.38478
vrp-n23-c14-sI,23,14,9,3.78227,3,503.20034,465.32996,56875.40933,36273.72717
vrp-n14-c18-sI,14,18,7,5.37649,2,607.08351,628.1683,107102.16668,58269.89739
vrp-n5-c22-sI,5,22,3,6.5426,2,628.87472,579.70709,67858.34704,91565.03494
vrp-n27-c32-sI,27,32,14,10.19923,2,566.77323,579.40491,68868.66185,60318.58532
vrp-n13-c38-sI,13,38,6,12.79429,3,585.73444,739.73884,66651.61027,65191.68692
vrp-n25-c28-sI,25,28,12,7.96628,3,566.34185,677.11723,64599.02409,73689.62972
vrp-n14-c51-sI,14,51,9,12.81249,2,592.00346,635.61957,91115.58974,37757.19322
vrp-n15-c47-sI,15,47,9,15.29999,2,471.49017,689.98952,54253.45154,58318.09436
vrp-n26-c50-sI,26,50,14,14.42316,2,539.70857,567.19614,58942.31554,50960.56233
vrp-n10-c43-sI,10,43,6,15.48019,2,504.78539,635.08537,51761.80267,35930.74413
vrp-n14-c19-sI,14,19,6,5.17515,3,548.72978,435.44305,57751.36606,17679.27506
vrp-n8-c17-sI,8,17,4,3.62433,2,526.55085,462.92681,62262.18691,36328.94688
vrp-n20-c38-sI,20,38,11,11.30489,2,518.56664,496.87575,60872.3865,44823.28258
vrp-n23-c50-sI,23,50,12,14.97214,2,542.02502,579.78623,60336.19889,76393.23433
vrp-n10-c39-sI,10,39,7,11.4242,2,495.58344,663.27369,62250.70333,95948.42293
vrp-n3-c44-sI,3,44,3,15.60449,1,724.32946,580.07536,13909.29511,81461.8857
vrp-n26-c16-sI,26,16,11,4.65372,3,547.34354,635.2189,60120.97057,65059.46298
vrp-n25-c20-sI,25,20,13,5.76782,2,554.15801,543.76945,63302.85183,50998.82356
vrp-n11-c16-sI,11,16,7,3.6391,2,531.28487,355.71465,62605.50881,47923.84348
vrp-n7-c44-sI,7,44,4,15.14874,2,567.69353,405.79142,60435.91315,57033.94356
vrp-n22-c41-sI,22,41,12,13.70165,2,511.1851,609.52337,57244.21618,67880.61836
vrp-n4-c51-sI,4,51,2,15.86695,2,625.74124,476.52824,32382.39074,36430.34031
vrp-n27-c50-sI,27,50,11,12.88504,3,548.0058,464.1326,62319.75594,68288.47203
vrp-n15-c34-sI,15,34,9,10.86548,2,615.30571,478.97901,70237.94586,68917.79245
vrp-n8-c48-sI,8,48,4,16.45045,2,468.13976,689.7308,41807.58096,52404.82956
vrp-n18-c16-sI,18,16,12,4.48759,2,510.02286,374.41298,51300.69266,20710.68149
vrp-n17-c28-sI,17,28,7,7.72622,3,479.77275,546.3285,44051.66002,49028.40509
vrp-n22-c19-sI,22,19,12,4.96909,2,500.84743,647.80257,53324.42118,70505.77074
vrp-n19-c21-sI,19,21,12,5.1988,2,569.33081,462.95879,77814.78542,63912.88382
vrp-n18-c33-sI,18,33,12,9.21008,2,525.7485,533.199,53767.36768,64673.81377
vrp-n7-c47-sI,7,47,4,15.2761,2,429.05645,555.31799,36490.16937,12900.02569
vrp-n28-c44-sI,28,44,14,14.72208,2,485.69396,539.09316,58207.14598,63454.14572
vrp-n7-c47-sI,7,47,4,20.11685,2,482.22453,502.359,34456.34455,33529.89591
vrp-n17-c37-sI,17,37,10,10.49471,2,531.44165,505.34973,54642.94623,41578.88896
vrp-n6-c40-sI,6,40,2,12.46055,3,518.65109,344.11888,106831.74303,39481.39337
vrp-n18-c18-sI,18,18,9,4.40347,2,498.97714,386.67897,69637.70409,62439.4867
vrp-n19-c40-sI,19,40,9,11.98708,3,526.73877,611.5503,55558.49676,65079.92376
vrp-n23-c22-sI,23,22,13,5.7494,2,449.74491,507.43388,46299.04655,47572.58322
vrp-n24-c38-sI,24,38,12,12.21055,2,519.71563,442.16522,54740.60012,33354.73359
vrp-n24-c48-sI,24,48,11,12.24,3,538.66809,586.02204,60166.81324,58108.89771
vrp-n24-c15-sI,24,15,13,4.40254,2,520.95393,614.78212,57665.07197,42538.44036
vrp-n25-c16-sI,25,16,16,4.71134,2,520.64054,566.39542,64098.89587,69946.86325
vrp-n15-c49-sI,15,49,8,12.79633,2,500.56283,699.31611,50902.21791,66722.88966
vrp-n9-c42-sI,9,42,5,11.34019,2,564.61917,451.6229,56446.0043,23360.47098
vrp-n6-c49-sI,6,49,3,11.4107,2,403.6589,581.65865,21722.26697,42394.36034
vrp-n16-c41-sI,16,41,9,11.49304,2,454.48203,473.79648,50948.06643,47942.39556
vrp-n4-c42-sI,4,42,2,14.28846,2,536.5303,612.28951,138916.66573,55178.95964
vrp-n23-c13-sI,23,13,10,3.66832,3,525.75186,556.53772,56868.49645,52069.67745
vrp-n18-c23-sI,18,23,9,6.43097,2,506.61464,676.87443,69805.86566,51169.08285
vrp-n17-c14-sI,17,14,9,3.88452,2,484.89903,389.41923,49183.84582,60574.82975
vrp-n8-c42-sI,8,42,3,11.31153,3,580.22335,497.52515,71429.64707,31733.25618
vrp-n12-c27-sI,12,27,6,7.72761,2,485.13311,430.65485,46469.67852,36673.28829
vrp-n27-c17-sI,27,17,15,4.57073,2,610.91337,631.93594,80810.86475,98716.96356
vrp-n8-c15-sI,8,15,4,3.3665,2,410.88042,480.74105,59655.0356,30934.60917
vrp-n12-c50-sI,12,50,6,13.88627,2,346.45343,635.43413,26850.65066,33881.76375
vrp-n13-c28-sI,13,28,7,7.99745,2,574.22376,614.80904,69117.44225,82578.80875
