I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
vrp-n101-c241-s3,101,241,57,66.44729,2,492.23379,606.98874,54284.48183,71222.3499
vrp-n130-c213-s3,130,213,63,64.20333,3,542.68539,552.52453,69064.80196,49548.14839
vrp-n101-c238-s3,101,238,53,66.10188,2,513.5722,575.34429,59600.72975,73317.16618
vrp-n141-c268-s3,141,268,72,76.92822,2,524.30312,450.80189,61425.28484,50469.85349
vrp-n111-c113-s3,111,113,56,32.47348,2,505.4153,553.08746,56129.45388,56604.59437
vrp-n100-c140-s3,100,140,48,40.64177,3,497.54589,428.97673,54592.907,41674.57723
vrp-n121-c171-s3,121,171,64,48.69007,2,506.35347,604.71962,58026.40382,77938.23957
vrp-n122-c149-s3,122,149,57,44.92751,3,514.52422,524.49428,60876.06918,74028.39686
vrp-n137-c183-s3,137,183,77,51.38653,2,533.62696,445.64779,64361.12395,49356.7489
vrp-n133-c255-s3,133,255,60,74.2441,3,535.96065,485.23987,64678.20237,46128.93805
vrp-n105-c114-s3,105,114,47,29.47009,3,517.28702,716.15381,63056.06414,62716.1924
vrp-n143-c147-s3,143,147,72,42.37854,2,530.38411,559.4916,62330.76425,68466.81669
vrp-n127-c257-s3,127,257,62,71.56411,3,510.55041,417.48628,57188.82432,34952.52917
vrp-n117-c178-s3,117,178,59,50.9223,2,516.23691,448.75441,59782.16883,41589.26851
vrp-n120-c247-s3,120,247,64,71.38069,2,524.62454,435.72229,61810.4913,46403.27488
vrp-n141-c163-s3,141,163,66,46.12409,3,533.18126,581.55016,63973.88281,73085.68001
vrp-n143-c119-s3,143,119,75,35.21142,2,529.59894,391.15252,63387.59658,24653.4997
vrp-n136-c202-s3,136,202,77,60.05264,2,516.28452,518.46777,60288.67488,46064.17887
vrp-n104-c187-s3,104,187,54,53.20885,2,513.95035,639.51295,58124.20616,74987.79335
vrp-n143-c187-s3,143,187,70,53.9418,3,518.9078,566.15226,59772.61218,66975.57437
vrp-n147-c223-s3,147,223,73,62.08264,3,498.99317,609.76628,56347.14229,57499.57832
vrp-n139-c147-s3,139,147,72,40.25425,2,506.53395,506.01769,57668.68315,59715.44754
vrp-n104-c188-s3,104,188,50,49.55826,3,539.30949,501.60354,63501.93524,63216.39557
vrp-n126-c129-s3,126,129,62,34.46731,3,485.13235,629.88807,53422.18623,60365.12591
vrp-n104-c213-s3,104,213,52,59.97827,2,533.61354,406.24567,64033.71105,25924.51891
vrp-n129-c168-s3,129,168,63,48.78948,3,504.23953,471.40887,57831.44768,50342.86028
vrp-n143-c128-s3,143,128,64,37.84487,3,529.58185,542.8032,62863.44676,55961.5261
vrp-n111-c193-s3,111,193,59,52.15619,2,511.24449,526.37817,58698.23617,68746.07546
vrp-n142-c185-s3,142,185,67,54.97149,3,531.48798,660.57849,62611.55997,79282.39343
vrp-n148-c232-s3,148,232,68,65.13539,3,495.97029,588.64949,55498.97899,66846.24946
vrp-n100-c250-s3,100,250,52,70.67995,2,517.53789,534.23177,60614.76821,65786.99225
vrp-n144-c247-s3,144,247,75,69.849,2,529.24562,489.98488,63004.47962,50610.57908
vrp-n108-c218-s3,108,218,53,63.71955,3,519.9361,384.68784,61940.62781,27937.43284
vrp-n100-c168-s3,100,168,53,50.41111,2,557.88654,530.04109,71149.34521,75782.28558
vrp-n120-c148-s3,120,148,65,39.14485,2,520.53553,593.12076,59982.74421,70594.11783
vrp-n120-c232-s3,120,232,60,65.53468,2,532.89017,556.50727,63278.81166,69146.57702
vrp-n137-c139-s3,137,139,72,40.45721,2,519.05944,561.81486,61985.92066,60249.87867
vrp-n115-c162-s3,115,162,53,43.98591,3,553.03134,567.06214,68688.21778,51214.52311
vrp-n141-c219-s3,141,219,68,61.50586,3,490.42495,688.13847,55125.17539,73129.41198
vrp-n100-c210-s3,100,210,50,61.82539,2,529.0467,494.2688,62637.52705,52671.86345
vrp-n102-c131-s3,102,131,46,38.13701,3,535.17607,553.91997,63834.88281,69260.60617
vrp-n107-c259-s3,107,259,57,74.07988,2,532.81797,584.68113,63501.62963,56319.23746
vrp-n137-c192-s3,137,192,67,55.86187,3,519.42735,496.33176,60679.24289,50525.91376
vrp-n127-c189-s3,127,189,70,54.2618,2,489.39885,510.05989,54450.54496,55446.73059
vrp-n114-c132-s3,114,132,55,38.49077,3,517.1204,585.70179,60018.96845,58690.4749
vrp-n143-c260-s3,143,260,73,78.08883,2,530.47193,449.13949,64124.06469,42830.1936
vrp-n149-c146-s3,149,146,72,40.34889,3,529.10556,442.67781,61741.88192,40159.75095
vrp-n104-c192-s3,104,192,51,57.04898,3,523.29624,521.10165,62317.53952,64550.82528
vrp-n132-c239-s3,132,239,63,68.69019,3,549.08749,532.79575,66910.26169,60186.48961
vrp-n113-c269-s3,113,269,53,76.18814,3,524.57714,453.17223,60468.87159,45183.96757
vrp-n125-c135-s3,125,135,60,36.85128,3,514.52317,455.43032,59947.40893,49895.45492
vrp-n130-c263-s3,130,263,62,77.01113,3,515.03588,519.73791,59414.18334,59138.99439
vrp-n108-c193-s3,108,193,49,57.44476,3,530.71772,419.76222,65166.01116,25237.41847
vrp-n122-c192-s3,122,192,64,56.08027,2,523.03171,519.08985,59468.21673,52994.15151
vrp-n123-c163-s3,123,163,59,49.22129,3,535.50991,559.20483,61805.85351,61612.17173
vrp-n132-c268-s3,132,268,62,75.31342,3,523.16798,519.72715,59231.0845,54064.98041
vrp-n132-c223-s3,132,223,62,61.86244,3,490.12591,479.3598,55635.48101,51811.52063
vrp-n123-c152-s3,123,152,62,42.75655,2,507.30493,540.79316,56954.01267,51896.40843
vrp-n115-c250-s3,115,250,52,72.31824,3,511.97101,475.07093,59764.4374,47211.10681
vrp-n138-c195-s3,138,195,66,55.38154,3,499.58189,496.53758,58480.69194,45293.69616
vrp-n147-c128-s3,147,128,75,35.17886,2,520.43321,560.85743,63279.63682,60845.42123
vrp-n110-c178-s3,110,178,54,48.15942,3,491.95853,426.66476,55400.17549,25804.86593
vrp-n104-c258-s3,104,258,48,78.07775,3,519.39211,745.02135,61440.61125,76462.42752
vrp-n124-c244-s3,124,244,65,68.33569,2,529.57541,394.82958,61537.75613,20572.71627
vrp-n139-c266-s3,139,266,69,72.63478,3,503.16604,522.01401,59061.52897,52635.43618
vrp-n105-c193-s3,105,193,55,55.69129,2,512.80996,444.92329,60957.9919,34141.52206
vrp-n132-c125-s3,132,125,66,37.2867,2,534.38286,575.51977,62865.05129,66360.17486
vrp-n138-c193-s3,138,193,76,54.03973,2,496.6203,422.11394,55042.66123,45376.04564
vrp-n145-c156-s3,145,156,76,47.45351,2,551.75849,570.0957,66717.3641,61577.72819
vrp-n104-c228-s3,104,228,53,65.70633,2,549.22737,473.44621,65090.78998,50559.6927
vrp-n101-c212-s3,101,212,51,60.05466,2,523.59421,651.46582,61038.96013,78436.38686
vrp-n110-c175-s3,110,175,55,52.16205,2,490.70411,563.56358,55359.22139,68141.40976
vrp-n118-c220-s3,118,220,55,64.51504,3,536.89284,530.45524,67991.51329,62818.70767
vrp-n118-c189-s3,118,189,60,55.63882,2,506.66919,537.99949,57286.02587,60321.39452
vrp-n130-c118-s3,130,118,66,32.61838,2,548.29613,438.17955,66917.72238,32014.28015
vrp-n126-c177-s3,126,177,63,49.00116,2,498.27767,531.4861,56794.06243,66035.67188
vrp-n126-c180-s3,126,180,64,53.73759,2,537.62661,604.28659,63910.3814,74060.7406
vrp-n106-c131-s3,106,131,53,35.92736,2,509.20277,567.09993,58933.20964,70566.30643
vrp-n145-c112-s3,145,112,77,31.20654,2,508.52473,564.68165,59662.28021,71536.29824
vrp-n125-c258-s3,125,258,63,73.93012,2,522.18823,442.80431,63558.178,50527.93033
vrp-n103-c252-s3,103,252,54,68.93532,2,523.15869,590.28099,59229.76438,76547.54313
vrp-n129-c123-s3,129,123,67,35.52556,2,529.62194,501.08616,61701.33829,53555.95481
vrp-n118-c247-s3,118,247,58,67.9288,3,501.67113,553.85954,57304.78279,48983.37914
vrp-n141-c188-s3,141,188,72,54.41698,2,527.65649,543.8244,63380.53944,68424.72094
vrp-n136-c112-s3,136,112,71,31.33991,2,515.30065,536.20493,58602.17112,62287.20275
vrp-n121-c144-s3,121,144,63,39.18918,2,512.79278,616.29714,61794.10823,66938.75978
vrp-n125-c233-s3,125,233,64,67.62183,2,506.02152,539.46128,56875.58963,59313.80401
vrp-n113-c140-s3,113,140,59,37.90111,2,535.1567,496.14874,64486.78715,63187.45176
vrp-n103-c245-s3,103,245,52,71.96443,2,507.451,370.39468,58511.33938,22574.58508
vrp-n142-c114-s3,142,114,76,33.46702,2,519.71461,505.17175,61197.76752,54814.73657
vrp-n104-c190-s3,104,190,51,54.77922,3,490.60759,611.16955,53473.25157,63804.92206
vrp-n138-c135-s3,138,135,72,38.98962,2,516.18918,489.74297,60471.44931,52005.87339
vrp-n148-c241-s3,148,241,76,68.30562,2,519.54552,446.56273,61469.16367,40554.38451
vrp-n143-c123-s3,143,123,75,36.20127,2,533.85955,481.01708,63277.5138,36830.01064
vrp-n124-c132-s3,124,132,59,37.12633,3,523.08149,586.3035,61054.08353,78498.7556
vrp-n125-c229-s3,125,229,63,70.23204,2,499.97621,522.22074,55789.03163,59481.42341
vrp-n120-c119-s3,120,119,61,33.43181,2,503.88611,572.82715,56841.29839,63772.02763
vrp-n109-c217-s3,109,217,55,65.21409,2,520.71125,522.06304,61743.27047,51051.24152
vrp-n119-c224-s3,119,224,58,63.80333,3,512.15083,635.36,58025.54519,72123.64297
vrp-n125-c167-s3,125,167,62,47.67811,3,524.88792,535.84746,62251.43988,51463.28869
vrp-n113-c268-s3,113,268,59,79.70279,2,515.25587,443.49878,58362.46955,35227.5279
vrp-n141-c211-s3,141,211,62,58.81787,3,514.89915,441.10391,60490.19254,41984.86165
vrp-n104-c221-s3,104,221,50,61.30778,3,559.8158,493.46406,69524.26399,44658.9906
vrp-n146-c164-s3,146,164,74,46.07984,2,516.80616,378.84763,60577.09122,19977.58962
vrp-n131-c152-s3,131,152,69,40.46035,2,534.65187,569.76643,62711.84166,67831.55136
vrp-n139-c263-s3,139,263,69,75.03525,3,494.25381,542.7405,55893.9518,72229.88543
vrp-n135-c269-s3,135,269,64,83.23315,3,540.53677,399.98183,68334.55175,31373.29796
vrp-n125-c183-s3,125,183,62,56.80307,3,497.0522,616.66103,56785.64024,74468.84472
vrp-n109-c234-s3,109,234,54,69.23926,3,491.34686,459.14612,54193.00756,40257.56435
vrp-n124-c195-s3,124,195,61,58.72785,3,523.81776,402.99105,60429.57401,19153.07669
vrp-n114-c235-s3,114,235,63,63.81514,2,532.01529,416.27089,63711.73638,30996.82276
vrp-n103-c205-s3,103,205,50,58.48806,3,526.444,647.97666,62987.99303,69781.57197
vrp-n144-c173-s3,144,173,69,48.07237,3,532.18379,477.89152,62979.99663,44706.68113
vrp-n114-c250-s3,114,250,58,74.88959,2,540.91568,544.43552,65310.22231,70602.62735
vrp-n115-c173-s3,115,173,60,47.73222,2,516.82168,583.88559,59719.26694,57286.54965
vrp-n128-c145-s3,128,145,64,41.54119,2,517.04901,493.16195,60617.39501,42829.50899
vrp-n114-c250-s3,114,250,57,75.18752,2,514.33168,641.09553,61872.87095,68596.41336
vrp-n104-c110-s3,104,110,48,29.21875,3,511.40351,558.31108,59870.034,58836.32067
vrp-n102-c259-s3,102,259,46,71.76721,3,507.17404,623.36776,56796.02551,70960.93285
vrp-n118-c155-s3,118,155,62,45.36479,2,545.57548,519.32372,66972.30709,63055.1933
vrp-n125-c200-s3,125,200,62,59.67121,3,519.04616,620.50939,59535.46166,71661.20348
vrp-n133-c245-s3,133,245,69,76.34025,2,527.59076,472.70695,62027.21111,43900.88726
vrp-n110-c222-s3,110,222,53,68.15478,3,502.20558,469.48971,60096.70676,39473.77268
vrp-n126-c234-s3,126,234,65,67.5886,2,520.67115,562.78659,63735.63536,60738.07738
vrp-n103-c250-s3,103,250,55,70.88966,2,508.15783,424.81138,56897.34059,38711.08462
vrp-n118-c222-s3,118,222,59,59.91407,2,540.39272,464.52327,64311.42945,43285.46555
vrp-n141-c113-s3,141,113,71,34.68799,2,525.10715,564.84238,61093.7249,54828.34002
vrp-n102-c235-s3,102,235,49,75.85477,3,535.04186,444.35553,65791.02874,52411.6208
vrp-n142-c187-s3,142,187,73,56.09784,2,550.06141,426.47293,65756.74287,23295.79728
vrp-n137-c241-s3,137,241,74,71.13587,2,512.5769,415.27928,60343.95142,38863.12008
vrp-n106-c164-s3,106,164,55,49.07877,2,527.40825,453.94942,62808.70676,44057.23263
vrp-n128-c198-s3,128,198,62,55.20099,3,518.0473,513.7587,59881.17817,63971.72711
vrp-n144-c147-s3,144,147,68,42.41339,3,531.53112,437.66115,62110.88071,38326.80993
vrp-n141-c123-s3,141,123,69,34.69153,3,536.47242,477.05242,64171.56757,42513.9031
vrp-n137-c198-s3,137,198,65,55.90974,3,535.9953,415.39236,63841.52041,24664.33087
vrp-n119-c174-s3,119,174,64,52.26471,2,511.17354,538.84275,58378.85393,54618.03119
vrp-n104-c206-s3,104,206,52,57.45337,2,521.59843,731.17486,61033.2626,70848.21866
vrp-n132-c218-s3,132,218,67,68.72823,2,538.78626,561.46761,63392.42027,67295.4724
vrp-n123-c259-s3,123,259,62,76.18359,2,516.9136,522.94721,58667.0586,65043.32551
vrp-n142-c111-s3,142,111,78,31.48239,2,524.60764,511.09607,60898.05559,67001.08468
vrp-n108-c246-s3,108,246,51,72.21031,3,523.69876,568.88127,62531.86313,86012.56151
vrp-n107-c116-s3,107,116,50,33.32509,3,521.8372,415.37621,59541.10436,33027.47227
vrp-n109-c134-s3,109,134,58,38.45362,2,531.86674,423.99727,62753.60511,33738.96244
vrp-n129-c121-s3,129,121,67,33.41874,2,545.36534,619.74248,67070.25198,65393.40484
vrp-n102-c165-s3,102,165,48,47.93709,3,487.18475,506.6513,51729.21091,58601.92309
vrp-n126-c198-s3,126,198,64,56.16047,2,545.46977,545.64188,64252.00871,65053.38586
vrp-n128-c212-s3,128,212,67,61.54215,2,547.63944,587.8383,67598.08746,70578.81032
vrp-n107-c153-s3,107,153,54,41.07001,2,516.95083,561.87288,58914.58599,68407.7932
vrp-n122-c125-s3,122,125,59,36.51662,3,518.96291,737.94622,60189.27258,68948.52216
vrp-n146-c161-s3,146,161,74,48.00841,2,542.63827,491.80371,65009.56271,45017.95684
vrp-n132-c246-s3,132,246,66,67.84807,2,507.73322,386.7225,57043.6099,28681.43623
vrp-n120-c187-s3,120,187,64,53.61674,2,523.48789,387.40572,61928.25476,21493.46383
vrp-n145-c181-s3,145,181,73,48.06496,2,541.24154,504.53398,65534.24312,58402.4322
vrp-n119-c160-s3,119,160,62,47.77853,2,510.62229,622.68473,58084.76588,59794.0945
vrp-n133-c137-s3,133,137,72,37.30023,2,518.24736,454.69213,61097.40579,48547.96597
vrp-n112-c238-s3,112,238,53,71.48655,3,492.19955,708.99392,55306.74135,67263.64095
vrp-n139-c125-s3,139,125,71,34.88878,2,509.95331,528.27052,60872.69153,67850.35071
vrp-n119-c236-s3,119,236,59,67.10862,3,532.44871,586.08346,63935.25141,72316.92212
vrp-n132-c163-s3,132,163,62,47.32633,3,523.97853,538.54415,61438.1954,58262.13093
vrp-n130-c212-s3,130,212,66,63.61115,2,508.64451,481.49643,58261.57212,46330.43947
vrp-n113-c134-s3,113,134,63,38.12179,2,535.87647,412.08455,62999.48805,16884.49445
vrp-n141-c225-s3,141,225,77,66.98397,2,522.75601,477.68368,61508.06104,42174.98596
vrp-n118-c233-s3,118,233,62,64.55259,2,517.52566,673.84879,64555.85608,89226.10537
vrp-n136-c259-s3,136,259,69,76.15385,2,517.15624,654.83615,62249.80007,57613.47426
vrp-n109-c231-s3,109,231,56,69.23007,2,519.41475,591.79851,59336.73877,63737.16633
vrp-n116-c238-s3,116,238,61,66.21468,2,537.12714,643.0819,64006.81962,79709.28513
vrp-n131-c252-s3,131,252,68,70.82014,2,507.55104,410.24807,58599.56015,38834.04602
vrp-n118-c141-s3,118,141,57,38.60599,3,533.04593,412.44748,62705.5338,31765.82279
vrp-n134-c231-s3,134,231,64,62.60598,3,500.56162,641.22274,56245.83299,74378.68136
vrp-n147-c206-s3,147,206,65,60.88763,3,527.33381,472.35212,63593.93034,48002.95084
vrp-n134-c246-s3,134,246,71,74.00408,2,486.68287,597.1397,54544.89662,59147.47825
vrp-n134-c214-s3,134,214,67,66.35233,2,547.83932,530.76798,66364.09945,66161.134
vrp-n117-c177-s3,117,177,60,52.41806,2,519.74874,384.54732,59823.56861,18334.08758
vrp-n109-c214-s3,109,214,56,60.79783,2,512.72026,500.89225,57560.32434,53672.3621
vrp-n103-c190-s3,103,190,51,55.55794,3,534.26814,455.88935,61778.54141,50283.32507
vrp-n145-c144-s3,145,144,73,42.6866,2,533.55849,695.09186,63244.88249,88127.21833
vrp-n108-c134-s3,108,134,52,38.06655,3,501.69804,424.41362,54198.27819,35133.53608
vrp-n125-c207-s3,125,207,59,58.92933,3,527.70855,651.16904,61643.88591,89163.81822
vrp-n104-c176-s3,104,176,52,49.78933,2,492.54202,368.05243,55053.64199,25052.19557
vrp-n118-c226-s3,118,226,63,67.59372,2,541.6692,593.61877,67057.4083,86991.11715
vrp-n122-c145-s3,122,145,64,42.36052,2,539.88582,555.95811,65077.7417,73473.98556
vrp-n146-c218-s3,146,218,70,63.16179,3,499.76239,533.79232,56705.52683,55901.78136
vrp-n127-c125-s3,127,125,68,37.18786,2,514.63375,436.94412,59413.00538,42380.53784
vrp-n149-c217-s3,149,217,73,61.98087,3,507.86759,454.71467,57375.67439,47090.76387
vrp-n106-c179-s3,106,179,55,51.03757,2,543.60043,632.4115,65431.52865,76751.82473
vrp-n101-c140-s3,101,140,48,37.22549,3,526.49909,578.46351,62700.97689,72020.15869
vrp-n128-c110-s3,128,110,67,33.06508,2,512.06112,689.85948,58115.89768,74679.70822
vrp-n106-c246-s3,106,246,58,70.60223,2,545.26225,538.17609,65900.42839,60246.95606
vrp-n143-c112-s3,143,112,74,30.91001,2,513.1395,615.0062,58835.02804,73292.19626
vrp-n138-c157-s3,138,157,66,42.08758,3,538.64852,510.42727,64648.91553,52680.76895
vrp-n141-c249-s3,141,249,71,74.44154,2,518.35278,563.23234,59991.32879,66682.55515
vrp-n110-c151-s3,110,151,55,47.12444,2,503.44186,478.32898,58443.51863,51098.64108
vrp-n110-c152-s3,110,152,51,44.09172,3,512.08324,600.21611,59292.74807,70793.42947
vrp-n110-c153-s3,110,153,56,41.60235,2,494.58149,362.00005,55633.1597,22633.96191
vrp-n145-c127-s3,145,127,73,37.91135,2,501.56155,647.13887,56841.42087,67357.25086
vrp-n129-c179-s3,129,179,64,49.71284,3,557.63164,487.25,68161.01271,53599.6439
vrp-n103-c202-s3,103,202,47,54.0332,3,499.6358,460.92835,56955.6758,48924.18659
vrp-n123-c175-s3,123,175,62,49.56494,2,514.19472,414.53853,60387.66166,36106.93308
vrp-n118-c209-s3,118,209,60,59.47628,2,524.78861,409.95323,61188.86949,24680.28533
vrp-n126-c241-s3,126,241,64,67.28195,2,532.35122,643.06084,62538.84385,80086.04835
vrp-n112-c173-s3,112,173,60,48.07554,2,517.41315,415.92162,59040.80932,31650.4414
vrp-n131-c259-s3,131,259,75,76.54375,2,541.81712,577.27896,66270.39581,74323.85753
vrp-n110-c161-s3,110,161,57,43.60254,2,497.62946,449.12117,55551.94494,42777.03078
vrp-n123-c187-s3,123,187,61,55.02331,3,506.26245,582.36041,59844.14551,73616.11323
vrp-n103-c188-s3,103,188,52,52.77311,2,522.61861,395.69006,59889.06006,28208.78707
vrp-n130-c204-s3,130,204,63,57.53253,3,512.7831,519.4803,58882.44216,55252.72427
vrp-n129-c149-s3,129,149,61,43.2134,3,521.52149,449.22194,60052.66955,44616.68833
vrp-n137-c202-s3,137,202,70,58.15669,2,512.08636,535.56051,60536.50867,61050.80863
vrp-n136-c217-s3,136,217,70,58.42675,2,510.08596,590.28381,57559.31566,62408.80888
vrp-n143-c136-s3,143,136,70,38.2157,3,496.14369,421.03757,56416.71664,35916.01556
vrp-n121-c147-s3,121,147,61,41.73432,2,524.54483,415.98158,61464.0754,26795.92834
vrp-n115-c117-s3,115,117,62,33.07808,2,541.12,562.336,65092.08007,71658.63765
vrp-n111-c162-s3,111,162,62,47.92752,2,505.34966,411.16278,57937.0684,29596.98447
vrp-n119-c261-s3,119,261,59,74.2431,3,500.39592,569.98998,54916.13312,73039.65429
vrp-n135-c187-s3,135,187,69,55.40752,2,514.32597,484.72761,60390.1178,53082.14608
vrp-n131-c183-s3,131,183,61,54.3334,3,519.37204,381.57105,61561.15211,25318.66957
vrp-n135-c239-s3,135,239,65,74.66021,3,530.56439,607.9449,61705.91144,71623.11258
vrp-n132-c171-s3,132,171,64,49.85603,3,548.4194,518.95078,66479.90878,58288.84656
vrp-n118-c198-s3,118,198,59,56.75596,2,517.38895,386.07865,59211.34204,18227.26682
vrp-n125-c124-s3,125,124,67,35.4322,2,523.93511,441.40291,59934.87029,37050.00366
vrp-n118-c149-s3,118,149,62,43.14269,2,534.26701,464.89964,64899.10925,50649.18699
vrp-n101-c209-s3,101,209,54,61.16392,2,481.51981,466.69338,54881.93612,58048.48108
vrp-n104-c132-s3,104,132,53,35.24737,2,549.25836,548.14835,67182.25411,76454.05147
vrp-n106-c177-s3,106,177,56,53.14973,2,526.92001,547.67268,62464.82815,54942.65827
vrp-n125-c269-s3,125,269,64,78.20465,2,486.83672,509.11651,56121.41268,66817.92275
vrp-n101-c206-s3,101,206,53,56.44336,2,508.74819,525.78813,57063.31617,61545.30266
vrp-n102-c148-s3,102,148,51,40.09779,2,529.63828,673.74056,61877.79602,81524.09189
vrp-n108-c249-s3,108,249,52,71.60057,3,515.61462,538.24289,59592.38642,60125.76258
vrp-n114-c120-s3,114,120,59,35.42603,2,512.38435,396.58786,59823.98972,18950.34803
vrp-n102-c116-s3,102,116,51,32.94849,2,523.18607,464.07194,62216.5772,51438.24323
vrp-n141-c117-s3,141,117,81,34.28087,2,517.32212,764.20916,60745.03566,71083.21429
vrp-n132-c136-s3,132,136,73,40.10802,2,522.94497,477.87768,61422.36824,53299.26738
vrp-n147-c218-s3,147,218,73,62.28858,3,510.50242,662.72201,58331.49019,64943.47772
vrp-n145-c110-s3,145,110,73,28.16367,2,540.18399,562.48514,64893.49533,68980.22783
vrp-n103-c126-s3,103,126,50,39.07853,3,530.75095,606.21397,62000.60966,77863.77413
vrp-n121-c220-s3,121,220,55,60.83664,3,502.48524,486.07668,58696.58834,44701.85448
vrp-n145-c119-s3,145,119,76,32.84829,2,503.88617,392.80065,60319.62765,36682.8453
vrp-n138-c211-s3,138,211,69,60.30489,2,532.41058,570.25061,62827.13362,63541.1485
vrp-n103-c157-s3,103,157,56,43.5455,2,545.73198,725.93946,64361.36834,80164.78608
vrp-n104-c185-s3,104,185,53,56.35586,2,526.05521,469.13871,62169.37269,52400.77336
vrp-n119-c191-s3,119,191,57,55.80596,3,518.63789,576.17778,60276.20005,61454.73091
vrp-n149-c254-s3,149,254,63,71.73754,3,498.82955,372.85082,57640.84547,25543.82684
vrp-n103-c240-s3,103,240,54,65.46358,2,502.67473,590.95406,60963.93852,45946.32802
vrp-n102-c157-s3,102,157,55,45.91057,2,544.50367,446.26765,66593.80939,50068.71689
vrp-n118-c243-s3,118,243,61,71.19965,2,529.79756,498.56185,61085.74157,46773.3123
vrp-n130-c199-s3,130,199,64,57.31769,3,515.6794,528.98201,58952.82266,50461.26631
vrp-n126-c206-s3,126,206,64,55.90314,2,537.17455,706.42287,64625.72758,83953.51212
vrp-n146-c222-s3,146,222,77,66.82517,2,515.19485,539.26497,58399.91328,63880.82164
vrp-n120-c241-s3,120,241,58,67.41626,3,544.57963,472.00364,65646.28619,34671.33275
vrp-n106-c133-s3,106,133,58,40.62577,2,536.44928,654.55561,64908.58406,86060.1744
vrp-n104-c175-s3,104,175,49,47.36386,3,527.63458,411.2262,62148.28765,31487.04708
vrp-n127-c111-s3,127,111,64,30.26505,2,521.08952,596.23845,60242.96786,68699.17277
vrp-n112-c195-s3,112,195,58,53.89158,2,528.99603,477.29945,61715.64107,49456.48832
vrp-n138-c154-s3,138,154,63,44.14597,3,538.33513,553.76474,64317.96766,75649.17027
vrp-n108-c126-s3,108,126,56,36.92911,2,554.19133,427.22958,67034.95143,28173.0299
vrp-n149-c242-s3,149,242,79,69.73733,2,517.95219,462.03122,61919.4284,37726.09998
vrp-n137-c213-s3,137,213,67,61.48525,3,533.77046,557.59018,63034.17009,76703.26918
vrp-n118-c159-s3,118,159,57,46.93239,3,506.80096,591.27858,57369.84174,68583.81758
vrp-n141-c237-s3,141,237,71,71.34014,2,525.64527,449.96462,61214.44419,37827.39523
vrp-n133-c149-s3,133,149,68,42.75128,2,505.75821,462.86067,58413.12185,51265.64444
vrp-n108-c242-s3,108,242,50,72.47761,3,522.67884,638.52062,61765.51585,65567.49126
vrp-n115-c132-s3,115,132,57,37.37955,3,530.03071,401.9759,62914.50717,19467.55876
vrp-n149-c144-s3,149,144,74,42.60243,3,522.78212,536.61701,62130.06203,55167.80041
vrp-n131-c193-s3,131,193,66,50.42815,2,519.19249,646.29688,58937.99573,66863.31815
vrp-n109-c175-s3,109,175,51,47.50495,3,527.67372,615.71605,61073.91975,74679.91357
vrp-n129-c152-s3,129,152,63,44.47592,3,512.21803,543.62026,58841.47491,66831.48171
vrp-n136-c262-s3,136,262,68,77.61057,2,506.919,596.90148,58914.59244,60029.19708
vrp-n139-c266-s3,139,266,66,76.79206,3,511.1939,389.06698,59439.11911,25779.86701
vrp-n108-c200-s3,108,200,56,54.34033,2,509.79901,473.8032,55434.59757,46496.33262
vrp-n133-c254-s3,133,254,68,69.54181,2,527.52506,570.34984,63441.43478,72044.55447
vrp-n121-c241-s3,121,241,60,69.87832,3,496.49824,562.72142,54286.73692,68219.38601
vrp-n114-c216-s3,114,216,64,65.32985,2,488.78267,655.23498,53274.24939,66733.8286
vrp-n137-c243-s3,137,243,70,72.02758,2,493.37481,602.5601,54299.40441,67503.2732
vrp-n145-c152-s3,145,152,73,46.2366,2,538.06944,595.11576,65226.094,70672.97008
vrp-n138-c135-s3,138,135,70,38.13089,2,515.64376,651.77991,59765.39117,82329.89362
vrp-n149-c201-s3,149,201,70,60.23849,3,540.54884,696.86436,64944.72098,77756.54472
vrp-n120-c115-s3,120,115,59,33.6071,3,539.43854,640.36828,63999.71001,77415.67707
vrp-n117-c117-s3,117,117,60,32.17452,2,535.66947,406.94503,63542.62228,32564.5215
vrp-n124-c216-s3,124,216,65,59.44242,2,529.90341,456.72027,63777.74929,46140.38347
vrp-n117-c254-s3,117,254,56,73.14756,3,518.66395,611.38556,61793.80399,79304.44126
vrp-n137-c199-s3,137,199,69,52.87546,2,529.76946,541.68152,61231.35901,56730.97987
vrp-n138-c114-s3,138,114,68,34.12775,3,538.65662,444.6558,66204.94352,45106.83478
vrp-n132-c132-s3,132,132,68,39.03967,2,515.88132,595.77,59162.60198,64862.45047
vrp-n145-c123-s3,145,123,69,35.10555,3,526.51681,525.94402,61701.09934,60307.23146
vrp-n117-c213-s3,117,213,63,60.60417,2,517.55413,561.54803,59370.65971,72462.49743
vrp-n132-c172-s3,132,172,71,50.36013,2,529.51777,596.25274,63633.10226,59912.85831
vrp-n149-c243-s3,149,243,76,66.99464,2,504.49249,548.19179,58046.89909,60795.12481
vrp-n149-c111-s3,149,111,75,32.82482,2,522.72207,469.49259,62069.1285,53494.104
vrp-n116-c138-s3,116,138,56,40.33098,3,500.05524,561.6838,55670.6248,71774.25802
vrp-n123-c180-s3,123,180,63,51.36049,2,495.64271,555.97082,57545.41518,58948.53523
vrp-n116-c187-s3,116,187,64,56.35624,2,541.40029,662.15215,68024.83341,77814.53257
